"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"37","PDZD4",556.985432802729,0.523259800069333,0.127863746137587,1.94576149485013e-07,3.25567974379808e-06
"38","PPP2R5B",348.729767068577,0.600964215883401,0.160982341405132,9.55614461231983e-07,1.29249611646487e-05
"39","SDK2",29.1374926567157,0.585393058336084,0.477539696609851,0.00250626348041288,0.00986392311694644
"40","BCL3",494.546809302794,0.502444265794361,0.173032717138782,3.07680275674607e-05,0.000245548190686285
"41","ABCC9",24.279166132038,-0.933856556710521,0.645121976090844,0.000505452409104115,0.00260378880431701
"42","RORA",338.700654835606,0.830616986738592,0.133372095491214,2.13244433269255e-11,1.12473525824334e-09
"43","DRD4",3.412002023384,0.675755880033747,0.642785901477913,0.00188223249378542,0.00781980646028104
"44","WIPI1",603.681173496284,0.549686400969564,0.104451646944229,4.32988319743251e-10,1.54567703930829e-08
"45","ATP6AP1",3416.26845961464,0.506653292851931,0.0908502070066515,7.81726651149122e-11,3.48416939867429e-09
"46","TRIB2",10730.9650169063,0.501710336564828,0.112212413111903,3.48176435116577e-08,7.33046049790329e-07
"47","SREBF1",2314.45560607218,1.22666085569166,0.100485305609227,5.91674496389083e-36,1.28841347835126e-32
"48","TRHDE",498.887391158463,-0.840306984997097,0.150996709485654,8.87818605582895e-10,2.87325244265394e-08
"49","P4HA2",874.474574396531,0.872442938631753,0.18262058808063,4.18341766895043e-08,8.58248122850759e-07
"50","ACADVL",1968.17084784566,0.60154185141711,0.0752578757559749,4.32224456244645e-18,1.15585919062055e-15
"51","ACAP1",19.1240016965553,1.09593994070671,0.386867785642246,2.26518692729881e-05,0.000190658444687
"52","PANX2",124.680084794917,0.678259004735081,0.157531402099808,1.12078420977506e-07,2.03867705365169e-06
"53","PTGS2",859.834661605916,2.38542072148264,0.406950098109281,3.24063275303102e-11,1.61957262473612e-09
"54","NOTCH3",925.999945694564,0.650854581958256,0.0967073437892017,1.139298773795e-13,1.09222208861366e-11
"55","ATP2A3",41.3301333241308,0.787452817269643,0.354218094204683,0.000166844544154188,0.00102839117935394
"56","CA12",19838.9041815681,1.07868085982332,0.0741231744451901,3.32220406982012e-49,1.2660089159067e-45
"57","SCARF1",10.0894848062254,1.09102530125846,0.507699931029645,0.000102009701456457,0.000678122058133788
"58","SEC31B",52.7987035216293,0.847196108732414,0.255251866782672,7.82565590159672e-06,7.74084833926274e-05
"59","RAP1GAP",42.0101873029557,0.672340718620858,0.336269403170333,0.000368708011711665,0.00200793719990029
"60","CAPN6",60.9142751875913,1.99185532992342,0.305305135029087,6.77066878708979e-13,5.23884793510709e-11
"61","NEBL",76.0999467591656,0.549187757435831,0.374446537921568,0.00194633769730895,0.00804665731491194
