gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
PHACTR2,582.2017914934249,-0.5694547056393661,0.17445532922191737,6.3529146676917605e-6,6.027583956886578e-5
BYSL,586.823374486718,-0.3615699711196628,0.05675513273393947,8.432314340799647e-12,4.510624531886015e-10
PTK7,1333.0588179005642,0.3315149005119557,0.0721665461974897,3.293825337225896e-7,4.774355863547762e-6
VEGFA,5508.168427990647,1.3828044213218433,0.5655555823634503,3.16264561755696e-5,2.3389329925966037e-4
CLIC5,5.463716381610389,1.7223871386129534,0.6662796291641375,1.3304265064524029e-5,1.1254021221147408e-4
ENPP5,56.23544711472456,0.774106315668039,0.30085380588938215,6.774969351209372e-5,4.461241478562216e-4
SEMA5A,5341.1323308227375,0.7714067171265644,0.12147815469750212,6.3944713369742636e-12,3.554218359661522e-10
HMGCS1,6756.36419477536,-0.5007045574998615,0.12994125325034792,6.473693604411894e-7,8.541645449260478e-6
DAP,5140.703388453493,-0.31082071135503136,0.08828143377642374,4.216787105538914e-5,2.9688307119902217e-4
APBB3,116.9926789657008,0.8174217381284234,0.1569107211560076,4.5938461421879535e-9,1.1378231550071847e-7
SPARC,30493.263993660155,0.5681444871895592,0.10488204848649743,1.8534003008811586e-10,6.8141420437083845e-9
HMGCR,5966.456972611512,-0.5411973944322445,0.07686180313160355,4.059333037036244e-15,4.856751170921839e-13
CLK4,207.7459351049562,0.3112677318779717,0.065331649336023645,2.1137559399639374e-7,3.2436963435229204e-6
POLR3G,539.7574850300866,-0.6189098243213341,0.13967727634238739,4.381225766619034e-8,8.236237732773305e-7
ARRDC3,3254.459046982798,1.3097597108195365,0.25373951482953766,3.103497900088553e-9,8.159252021126665e-8
SLC27A6,34.56105885340261,0.75157112157378,0.25967927599213514,2.676933965207839e-5,2.0312448367205534e-4
BRIX1,1338.9886185077912,-0.327662009229489,0.053897847034627626,1.0802351311484478e-10,4.248122446115261e-9
NUP155,2317.910368700299,-0.30858817436583463,0.05357017242269601,1.0430245926808981e-9,3.061418128787717e-8
FGF1,248.5353019376194,-1.0961263228023215,0.32041231185743557,4.862875500561631e-6,4.821213224503449e-5
RARS1,1582.4933217591397,-0.32999875003635937,0.04258961500381508,8.425253617827061e-16,1.1548323356940043e-13
WWC1,270.40904356845226,-0.4249724888462427,0.2176042860333436,0.0010901612249831095,0.004614961371607659
HRH2,58.994218923159764,1.096503787112866,0.34202732973201955,8.776364099500135e-6,7.893543932543235e-5
BCL6,572.2130358602925,0.8212936660732041,0.10949176243812661,4.326336653871594e-15,5.089935073279931e-13
AMOTL2,1290.1911193422156,-0.8624370669978073,0.08379059442715238,9.807311546761379e-26,9.23064162781181e-23
FAM162A,794.1541820242676,0.6591053925342387,0.23907307752230705,4.0094835541055106e-5,2.8473787131218106e-4
WNT5A,3970.5053102023635,0.38899383559014555,0.07472778359753193,4.519302626010274e-9,1.1233013111622015e-7
PFKFB4,931.3872677020063,0.811693016473815,0.26498521765660066,1.6505042314713123e-5,1.357123980192894e-4
ECT2,3391.312625504739,-0.3200248679294588,0.08050720135330133,6.207936423520921e-6,5.909888498130031e-5
GBE1,1596.1914985936464,0.31685618555982376,0.14844880130373664,0.0022379179242243627,0.008420822295895403
PLXNA1,4490.173451436365,0.3224881603127101,0.09813121619018397,7.797903868705336e-5,5.047721541420538e-4
ABTB1,174.09158184028064,0.6078960569796255,0.1293594746600343,1.1066682485577317e-8,2.483933598273141e-7
MRPL3,2569.129977757064,-0.3501041881230786,0.050317730582136386,2.0318415094060805e-13,1.6873846135173554e-11
MAPKAPK3,2140.796020468667,-0.33273065150480136,0.1024025377583436,7.361049045687734e-5,4.8068126932016383e-4
RRP9,464.87993642688133,-0.3565011946245882,0.07565229208560321,1.1308537254614692e-7,1.9051781498884275e-6
KLHL24,887.6588242078468,0.7350976961817041,0.15085294312028666,1.2728588792516168e-8,2.7774685714488916e-7
SSR3,7482.663783978299,-0.47541928049377974,0.13311044095687846,2.6519145392104867e-6,2.868944786557368e-5
SLC4A3,998.3447173282036,0.5562163725812967,0.12398629701569168,2.7260549670974956e-8,5.459070074536516e-7
NCL,24204.563874478314,-0.3010864088438366,0.042774136406900753,2.8502393176697297e-13,2.2606561060034406e-11
ACTR3,7067.99764050231,-0.3170298316869547,0.04357720366596582,3.9255257259339534e-14,3.8486508471344136e-12
CENPA,488.84913621286734,-0.3127746306401343,0.10039824864449619,1.6271958382453404e-4,9.390344865926963e-4
APC2,437.5304257195384,0.3638686714260316,0.1818727975608172,0.001689891477109419,0.006654919909018348
LOXL3,1041.5481639965649,0.7846359715633747,0.17502491660667696,9.924935509751214e-8,1.7025545507493028e-6
EVA1A,451.22829155654733,-0.8746445722563255,0.09717673915346904,2.5539504186558696e-20,1.0015742225162102e-17
IGFBP2,8737.486706058246,0.558038847935167,0.16663781182579646,4.582351813050954e-6,4.588201623876125e-5
IGFBP5,35322.43999192693,1.4223566500542448,0.39878234406259533,1.7616129462775218e-6,2.045267399304774e-5
EFHD1,121.66251766764344,0.7426544287700955,0.2181673978071915,5.04908650011071e-6,4.974389616787369e-5
CCT4,4863.510067621146,-0.37086261837728157,0.040780497197541385,3.665215343429068e-21,1.7843279385700547e-18
PDCL3,561.1873519183974,-0.32921351164037443,0.06822926615430658,1.1277193704060386e-7,1.902167511516422e-6
KDM3A,1682.219797069894,0.6374508188479171,0.11644938879257202,2.2601979858720713e-10,8.098851564604544e-9
PLCD4,82.33696514336268,0.4754691427562662,0.2010216251395406,2.2767885768658388e-4,0.0012429892160940414
FHL2,1026.4839167304208,-0.439733596764509,0.058596533125304176,4.1962242808732165e-16,6.302371744400859e-14
ABCB6,551.8444159007896,0.542707596660649,0.09739160275747259,7.056568119798763e-11,2.9301361386858513e-9
ID2,333.0335104339735,1.1793048463306808,0.1773039264192609,7.901134472864462e-13,5.633748307469721e-11
ODC1,13161.397066977785,-0.5652509422303378,0.060960223022128515,3.507676283532268e-23,2.3581606557575507e-20
NOL10,1160.1433902228698,-0.34877215015357266,0.043893158477035975,1.1984736170340875e-16,2.1692372468316985e-14
QPCT,407.507566379579,0.7628073490892192,0.22740414668146888,6.233513644332565e-6,5.9302389239007524e-5
RMDN2,87.4334327748819,0.38761256085310386,0.19462671355858882,0.0013528473918933501,0.005529052080786343
SDC1,4155.219214775385,-0.3139820196488608,0.0644289332978683,1.1771477389695826e-7,1.9737496174314216e-6
PNO1,1050.2010945392176,-0.3923683892508123,0.058835444874306565,5.641671839653942e-13,4.2231478431877337e-11
EPAS1,5869.124565701881,1.526228908709961,0.17994619948069088,1.3947145577837596e-19,5.04886669917721e-17
FARSB,2106.4170643821435,-0.40979331026682336,0.07215590686726885,1.9780704499101065e-10,7.227515073391835e-9
DHCR24,9867.505999594583,-0.7186743526032646,0.08577965263140504,1.4912128042658658e-18,4.210588474125099e-16
RALGPS2,143.73212306925603,-0.7141814464053718,0.24200831611381546,2.1885169815929877e-5,1.7213082309821618e-4
QSOX1,2873.4310184221267,-0.382003308728537,0.1663408381702916,6.3314082172963e-4,0.002933210522387996
CAPZA1,4438.169949952002,-0.30399630180491893,0.05286219524501461,1.1927934317212342e-9,3.4437336746503855e-8
FBXO2,17.549135798935026,1.0216001770725436,0.32619888462860547,1.2009936336106873e-5,1.035774472774324e-4
RGS2,251.24183458381998,0.632776771561939,0.18813898662266385,4.520681584617357e-6,4.5393301999735316e-5
CTH,109.49927372478783,0.3614797953769694,0.1712465021173991,0.0013189526358462727,0.005405217217090763
TFAP2E,22.927432805432378,0.4503771742981952,0.2946250955672416,0.0027149551051680646,0.009840753831774771
TTF2,888.2231958004592,-0.40540606983388466,0.1046217795546207,1.8663279238946525e-6,2.1421802950849355e-5
KIF21B,38.712586229634354,-0.9654573533349156,0.2697236774800516,3.5726066016778335e-6,3.7196209441362576e-5
SIPA1L2,1146.4710746571934,0.8058646067802592,0.24729840369560213,9.04932560138208e-6,8.101355665206862e-5
RLF,1041.7056677839175,0.32977906333548207,0.08251417574704695,4.7402654438396945e-6,4.719539318485812e-5
RIMS3,255.00524640182715,0.768250895188531,0.16174613612737368,2.8435068088388035e-8,5.678165364524218e-7
KDM5B,1180.2014853043895,0.38377283397576756,0.12898467667394337,7.790746288222754e-5,5.045401655831599e-4
CDK18,113.5739495537284,0.9663935417328835,0.15709606962625805,4.4366979881612055e-11,1.9697264841779842e-9
SLC2A1,5652.343477493778,0.681759951450772,0.1811605453473161,1.0991872924075322e-6,1.3588726965157213e-5
CDC20,1728.879641270994,-0.33999123028441125,0.09631867146816878,2.400258483062054e-5,1.8578316482384912e-4
PTCH2,53.96724819273649,0.47335645911629315,0.21671284200229116,4.056704657394238e-4,0.0020251964764176752
CCDC181,119.49056549893807,-0.3293362299287021,0.13510689886102395,8.832433334976334e-4,0.0038629582968771957
DARS2,732.5585979017812,-0.34189080183473514,0.0949940300076321,1.793243733152142e-5,1.4508318065697387e-4
RSRP1,361.71138000443557,0.33289751500019205,0.11097502250705145,1.6549718330088656e-4,9.510818000901406e-4
STMN1,5941.10290172861,-0.40793795276356476,0.07471805295881856,7.313619091973024e-10,2.2446450943581554e-8
MAN1C1,852.6938717851028,0.5995886979604064,0.11069874473844013,2.2288659121596057e-10,8.027328813231967e-9
POLR1G,370.3346554300892,-0.4584914446300523,0.10129891096840322,4.100574367250051e-8,7.802144058872807e-7
CTSD,5712.98220876361,0.5179840930679612,0.16261488982210462,9.762888414502476e-6,8.674163539077782e-5
NRP2,11357.462028212303,0.6326069822994009,0.10877698228695881,2.972130447771648e-11,1.3986845887213375e-9
ATP10B,16.15445247953155,2.171908639190477,0.45031246635092,8.350644476053062e-9,1.9390526104098214e-7
USP35,230.35526618312042,0.33761500379646164,0.08977932129029005,1.0505531978853672e-5,9.228279242776129e-5
MYB,64.31630756240355,-0.9970496613237632,0.18546939893458353,2.967028355431535e-9,7.89138433038194e-8
STBD1,377.8332673614241,0.4451045122394143,0.13755001253840143,1.3711908483648037e-5,1.1559401218573921e-4
EEF2KMT,309.894995960004,-0.301175827910441,0.07682044950662238,1.0810269558424772e-5,9.455971847945535e-5
PPL,533.8587970080796,0.32790066953978286,0.1547040329349782,0.0019845402225663815,0.007628025826896862
UCHL3,341.4610042659717,-0.3047940888435009,0.07875012049369988,1.2417583272641867e-5,1.0636058762063132e-4
LDAH,594.156751031015,-0.31083081500136084,0.07520320023999696,3.7936083742314645e-6,3.90650350309262e-5
CCND2,17398.104879848124,0.59098437812079,0.09034149534416125,1.8582538128220497e-13,1.5615968648465297e-11
ELL2,739.0920627451624,-0.3577001646685627,0.13001708886753227,2.3608818007399865e-4,0.001283934101034173
GDA,231.93981471420415,-0.5198633548184889,0.18603468833247727,4.218355580289265e-5,2.9688307119902217e-4
KLF9,320.1785249695247,0.4184710913466069,0.16586532298145656,2.1711529973835212e-4,0.0011936268698232303
TJP2,1007.7836808684996,-0.5150921950687567,0.26168565523273835,6.291199000304962e-4,0.002919761587321021
HEATR1,2142.733380523185,-0.3209542196013522,0.06671490212264214,1.413637140627707e-7,2.2966316629898694e-6
NR4A3,40.17566770575125,0.6399691223633482,0.3422181427603448,5.530200962015564e-4,0.0026120902369265887
ONECUT2,48.20369432572635,-0.375230678530404,0.19838015947503335,0.001962476862595898,0.007553502820645825
FCF1,1003.2550298189728,-0.31443144567215026,0.04225256573663331,1.1846588978211977e-14,1.3066417437062242e-12
PGF,84.66174383365028,0.47410371741626023,0.20702646703556538,2.912865102159103e-4,0.0015281987927269498
NPC2,1730.2469369174578,0.3808756895652934,0.11792718084968916,3.4088508202465085e-5,2.4871398387721035e-4
IRF2BPL,3541.9617547858415,0.3953160347293561,0.06852591497506856,1.62062742851332e-10,6.101338142866948e-9
LTBP2,2985.6930730209647,-0.6165951338798134,0.1340537967525629,1.9114545622895536e-8,4.01576123666725e-7
ALDH6A1,637.0768365244843,0.30307348637598885,0.10101919025749416,2.7615190843270746e-4,0.0014662326601177
ESRRB,8.591810885744323,0.6883735408295345,0.48513175682846926,0.0012256952911852133,0.005079062553845859
RHOQ,3655.792395960159,0.37752165260759346,0.0878288298885917,5.048703353195524e-7,6.9471339123210925e-6
CNRIP1,343.28388330682003,-0.4089542631623063,0.06873801585535715,3.9823993865351136e-11,1.79627841977964e-9
IFIT2,577.5106862223153,0.5166926344829244,0.29130289476031407,0.0010681299450973588,0.004538025448355254
GPAM,602.0041452532191,-0.30789227071907727,0.05283358716011017,7.097175500334233e-10,2.1925147420945014e-8
PPP1R3C,307.6474193838993,1.0680406400023372,0.2510037557468106,3.427018444733361e-7,4.9269497355138075e-6
MXI1,558.3959416128638,1.0264129936119633,0.22197160379281922,8.701376347261294e-8,1.5147476112285444e-6
AVPI1,85.81528847855087,0.5714464144145407,0.13738976124275717,1.343794885128199e-7,2.200892829262171e-6
HOXB5,136.11135068787308,-0.35118919345130345,0.14903703029965673,7.959262901999763e-4,0.0035481172608283124
TEK,123.83603932380122,-0.5020270852344065,0.1510562257486938,6.087802641125992e-6,5.809366053003909e-5
PCDHB14,175.86929474605643,0.32140343154255796,0.1528261379413113,0.002255696862650244,0.00848319880311565
ACAT2,3448.9218542370495,-0.8830913256393863,0.09371947068497574,5.284900822387037e-22,3.1088429087691744e-19
NUDCD1,1099.5566458819783,-0.32014345047232196,0.055655890305651816,8.928596806089929e-10,2.659365605661975e-8
PLXDC2,679.6220920726861,1.3532142965838634,0.4919468885315164,1.7183825349276165e-5,1.4023193426652075e-4
HSPH1,3650.798985300118,-0.32652127082181226,0.09596677434227861,4.854963590719876e-5,3.335395424514998e-4
TGFBI,26994.49146586466,0.30922691684302284,0.10319435687117517,2.5143568540492243e-4,0.001354873666620876
EGR1,1045.4195296422108,1.2620387345598127,0.13736420916990988,6.691062781304166e-22,3.778576973858089e-19
UTP20,2249.6122872417995,-0.39421204695271045,0.09375208305690896,5.511357635017883e-7,7.4316472866458905e-6
TMPO,7501.487308298797,-0.3690275650607718,0.08100409870528974,1.8412361024737672e-7,2.872328319859077e-6
DUSP4,5380.389935649236,0.9668571326864848,0.16152624735780488,1.1642675019777685e-10,4.5532212168759375e-9
LYPLA1,2065.3642454994374,-0.3673276417036411,0.0690947586901283,4.005330282853489e-9,1.0115787644602068e-7
RDH10,654.6254825659591,0.42186457913613645,0.17492147748906794,2.965569876417443e-4,0.0015489424903907308
MND1,171.88042001004862,-0.4310435709110267,0.14057210317311747,3.017417009301464e-5,2.251579986116177e-4
POPDC2,11.627102204457183,0.7402895959051912,0.47165036048183734,7.860957082951564e-4,0.003508725643285178
DEPDC7,131.23795811880024,-0.5669405929314778,0.13223684152295562,7.282973272438054e-8,1.2917213148276438e-6
ADGRB2,1124.5753113144233,0.4128996145293968,0.08388646815854947,1.2093070622354078e-8,2.662349118459985e-7
TNFSF10,58.00805066607279,0.4952089201168837,0.29810577327688437,0.0015682357177995536,0.006255016528822058
CPXM2,43.30377934240018,1.8790933813554365,0.34870975806079646,5.135484036812913e-10,1.6629074227459796e-8
CSMD2,980.0186230411496,-0.4624243951417313,0.10757046922960946,1.1758989611797653e-7,1.9737496174314216e-6
CXCR4,1008.877685219965,0.6362476521926926,0.13729882266358523,1.830657841710609e-8,3.863262691968666e-7
ACVR2A,795.9446624589414,0.30292342002826644,0.095860365083806,1.6691947990562603e-4,9.564808974637055e-4
FMOD,49.909061316212686,0.8275869657890531,0.24593629898087746,6.6336080753524505e-6,6.251887770882904e-5
INHBA,478.38229375685285,-0.5484759628192555,0.30129924152655935,8.345037418303873e-4,0.003691801935661199
FKBP9,8161.959310123387,0.5092066329865151,0.07164128569563685,2.7409237683664364e-15,3.394417698403276e-13
POLM,260.92065159023787,0.3128703057880341,0.09286725435714044,6.964546572590091e-5,4.579667839395757e-4
KIAA1549,1376.8424514917942,0.30069691027661566,0.13234733209607674,0.0020688965371458983,0.00788784264418736
PLAU,3893.6481798780387,-0.6347757156045467,0.08686231113765036,1.4808443744861266e-15,1.9155209903417677e-13
BICC1,979.8093665189422,0.435126301633269,0.10036595908397677,1.4591215013204588e-7,2.365083508110475e-6
P4HA1,2298.4902235442096,0.9746134754305867,0.2807250610590868,4.899927472429552e-6,4.8443400599272e-5
ZWINT,1224.5012674994966,-0.37968015159313956,0.09478935302308811,1.730735409451536e-6,2.0210523168434065e-5
CIT,3676.6067921395806,-0.4448714099265034,0.1121079036112811,6.750832794453123e-7,8.824838647415667e-6
ACADS,206.61386969214902,0.3890882205110133,0.11624528699147467,1.9541789606075435e-5,1.5566594464420542e-4
BHLHE41,2235.5851964513918,1.1427818577129127,0.14339433881647068,5.704888339000085e-17,1.1186335218056e-14
ITPR2,1584.7368360922312,-0.3339665999880727,0.15274636164167338,0.0015561526855639555,0.006221966472611703
OPTN,1291.1716636265817,0.3303234092897237,0.07944697412923465,2.387405802209846e-6,2.633233993406141e-5
ITIH5,25.410519393875987,1.7729743222677818,0.43628867348393574,2.2381807506372529e-7,3.405025413523355e-6
LRP1,14158.568850199115,0.439828522756774,0.1651920475676523,1.1224188188548365e-4,6.85393982897603e-4
TUBA1B,57062.29464312207,-0.3307836912878379,0.061749766941838556,6.87052914544022e-9,1.6193343985863945e-7
EEF1AKMT3,247.58240834291868,0.3458565675095525,0.11844281427780523,1.7034851868921467e-4,9.713167959831716e-4
STIL,1299.1124195912325,-0.3092150130548491,0.06349629424980884,1.3027317327002938e-7,2.148594229236302e-6
COL10A1,24.140390521638537,-2.3180349796274635,0.2864475538119053,9.35340777137697e-18,2.2767484640741392e-15
G0S2,25.99133508623513,0.8514667060765401,0.24352967089456257,4.4943290727118566e-6,4.516080985661637e-5
KCNJ2,1971.1346345154589,-0.4562329973576417,0.13002510944592569,4.143009609312279e-6,4.225605037886634e-5
PFKFB2,408.61547104086884,0.3669242522476465,0.10421317723875771,1.5092917083664979e-5,1.2623329584548706e-4
MXD4,561.1195874960681,0.39717955083263695,0.11510671525794484,1.1652583470413157e-5,1.0086521976412811e-4
CHPF,3951.3140736130445,0.5830530911153073,0.09697281810973524,5.505155543934631e-12,3.0964854967836303e-10
OBSL1,2438.0335099792374,0.9044347329974681,0.11146934930233318,4.939254227835614e-17,9.9617701697976e-15
PI3,394.78285633237533,0.7158644913652954,0.4025451003002331,5.558487248289714e-4,0.0026236951845989365
SLPI,101.01524317030216,1.3334833119951994,0.21508313321199557,6.9446482880978425e-12,3.7952990417695144e-10
CSE1L,6334.9507565082795,-0.361033202057987,0.07231094448137912,2.539443614128068e-8,5.129022166560811e-7
PMEPA1,5140.704500114721,-0.39590636087184244,0.09393177078211506,5.102322026578321e-7,7.0072550944778915e-6
NDP,409.36378482903444,-0.9512327909753187,0.18267884533499645,6.884553416729217e-9,1.6199354189563847e-7
H2BC11,83.40818355544526,-0.43044921338157754,0.15548184680297106,8.617379977500741e-5,5.490079897218207e-4
COL21A1,98.94161358132777,0.6623678666436223,0.3940842427114196,8.085350416361112e-4,0.003596376092570453
CPNE5,108.43396335887854,0.6890981686313399,0.24829077487553308,3.7943631238159744e-5,2.7219928141277404e-4
RPP40,185.06840327599895,-0.3525461162146071,0.09955201304009166,1.8224138307667274e-5,1.466866503008247e-4
ATXN1,1984.1820441584869,0.6133160541260693,0.07892811951761067,3.062933982506967e-17,6.454104770900502e-15
RUNX2,599.4491560230831,0.3537131271004047,0.0619628690652102,5.903909609929242e-10,1.8730650757973268e-8
BBS2,922.7306348478952,0.31536384232862064,0.09937899541282999,1.2887816349284472e-4,7.706488404032113e-4
MT1G,12.463743521595843,2.569776306567157,1.0085491079386573,2.328500004429856e-6,2.584080754080559e-5
TMEM255A,1072.844050357724,0.3011291653514062,0.10806548866827574,5.383431769245624e-4,0.002559033323845445
PTGER2,28.986721762061865,0.8390759332847405,0.2221253545040196,1.746944436827371e-6,2.0349308217102988e-5
INSIG2,717.3022357167952,0.8391922523119907,0.33919412845935265,8.189019820757682e-5,5.252729751451929e-4
TNFSF9,197.2227960217879,0.39947253832775587,0.14971616477965433,1.7016848766885278e-4,9.706823066298439e-4
FOSB,47.08226869285975,0.5156380477542264,0.33752820843674475,0.001964532613901348,0.007559354440735686
ZNF436,634.1308049351162,0.49281132500578406,0.08272772404080445,8.466606466566043e-12,4.510624531886015e-10
GDF5,265.50190013378307,-0.47925486332983513,0.1263933939401772,9.994631400641552e-7,1.2476057127697384e-5
THRA,995.1859297545611,0.34783871747512035,0.08258640611982712,1.345089485576941e-6,1.6272470743252145e-5
NR1D1,469.37775324346177,0.384260097457364,0.13277966407131359,1.0113520279584263e-4,6.267896369937253e-4
STAT5A,272.23944605272277,0.44415463727371735,0.09726227938994879,4.1415322402922185e-8,7.858891420489992e-7
IFI6,306.7996698201113,0.34717473259033355,0.14909047681437154,9.05345304189287e-4,0.0039413089745742695
DLGAP5,1737.3130435730366,-0.3099809622216492,0.08828795140235399,4.4334621939300996e-5,3.0939999631193846e-4
HSPA2,165.49880579662045,0.6307448673376036,0.17213629563295937,1.3660921517278113e-6,1.6484178630848923e-5
EVI2A,83.99305313577415,-0.31660774123867086,0.14575062730651875,0.0020577373249716672,0.007853780901311164
DYNC2I1,740.7304728318912,0.3417100953811103,0.11424145365497121,1.4618838722222564e-4,8.560297182925681e-4
ATP13A4,83.26958747986532,0.4193244377021167,0.25137432663307374,0.0023625831959318295,0.00878136871666819
BEST3,38.54351439781276,-0.691437902793576,0.33142367858753236,2.811638132231529e-4,0.0014870364667677832
RAB3IP,616.6215519576942,-0.32726741496783746,0.13869796870253046,0.0011144131683842977,0.0046980662105330405
PTPRB,50.27358002498826,0.4636468934617588,0.2827510789554643,0.0019370631382927953,0.007469941924724852
IDUA,129.3537344775936,0.7837565913869589,0.12332312830475906,6.962618301588782e-12,3.7952990417695144e-10
FGFRL1,5991.985535305135,0.3192045093244202,0.04327659954970196,1.7860603476956402e-14,1.881761193191571e-12
SLC35E1,2165.3208607864854,0.3173123283547917,0.08701572671165905,2.3622967747802154e-5,1.8344832709761872e-4
SYNGR3,158.4644225839264,0.4372661356285022,0.14127804852049328,2.532271123540117e-5,1.944024128446948e-4
WFIKKN1,31.13560279279685,0.43283331838468875,0.2733739110062401,0.00265121866081927,0.009646882745733621
MACF1,19505.05058218039,-0.34050965682800977,0.13585744126705765,6.202603515677804e-4,0.002887186166644881
KDM4B,1007.899797306445,0.5170296005345358,0.1010234396730558,1.037233331362328e-9,3.050762535869448e-8
ZFP36,308.25290056244353,0.3294494737051831,0.10142645883519906,7.834376441523858e-5,5.066684681696464e-4
ADM2,37.06925623621497,1.1013138931590372,0.27504173564946377,7.862953262130198e-7,1.0091743104977648e-5
MCHR1,84.0112495741739,1.4099583473749067,0.4889835529275049,1.1484110483178135e-5,9.971219703664373e-5
BAIAP2L2,9.312380307525785,0.9625567942507368,0.40575934509435757,8.409520721646907e-5,5.369769947906423e-4
APOL2,585.7872854752984,0.30634283267184814,0.05875268831345872,2.3162674828342125e-8,4.7255873298632095e-7
LIF,1724.4885005073597,1.5989298778113659,0.27150708960707,2.630799332691305e-11,1.2590381348791813e-9
CPA4,103.70354017786809,-0.8875530044983311,0.31475256853448164,3.1826090656952455e-5,2.352464648664161e-4
DOCK4,3033.4370333004754,-0.454551173033401,0.1526311946256109,3.261120070510228e-5,2.4016950002849974e-4
FOXP2,70.35909359323642,-0.47356387591197097,0.22110634920321962,4.6071989652306017e-4,0.0022390511184552713
DNAJB9,474.09501890272503,0.49361783775123513,0.17257303250909276,3.7634626100638924e-5,2.701198023837419e-4
FLNC,4072.1622957260106,-0.8087045074082784,0.1111190832617319,1.9809925405104442e-14,2.056445050509298e-12
ARHGAP22,1319.43527124103,-1.0215578753528003,0.069309610319356,3.056650568482292e-50,1.4384597575277666e-46
KNSTRN,1161.7871734486519,-0.3283899921684085,0.06989391828444814,2.1250416171670018e-7,3.253941166069819e-6
THAP10,170.29775496132837,-0.313254738599423,0.07762352864783115,5.472344371845822e-6,5.328176402877194e-5
E2F8,710.8612264396124,-0.31817363001380605,0.08434487624389275,1.4398641136684917e-5,1.2092802829727403e-4
ATP1B2,1565.7322473332251,1.0388703340931376,0.22506638612725227,8.84920355870646e-8,1.536691953773897e-6
AP1M2,10.438598543114637,-1.3092104275440972,0.49814977854775605,2.4433099070536034e-5,1.8828957023898894e-4
AJUBA,645.5773831032664,-0.3825735432209913,0.09972017592891823,3.301929873556289e-6,3.471083094182255e-5
EGLN3,172.84367695012685,3.3303630627067333,0.6382137857240116,5.512588223546796e-11,2.3727658701229776e-9
RHBDF2,190.36311043614145,0.45140889311588756,0.1351346007042642,8.552084726206859e-6,7.729726771100412e-5
FGF13,445.42361533318007,0.35165751237569126,0.1441785024813721,6.328497289430622e-4,0.002933210522387996
CDKN1C,44.2092116350419,1.1231211987395677,0.3053946119575785,2.1765457209755144e-6,2.4349027328630993e-5
SHC2,163.06117201503287,0.6590951286160938,0.36175577897476985,5.903207398270453e-4,0.0027660631280711
CRACR2A,85.97737977695246,-0.4409346641999398,0.21846621914065867,8.110503045609749e-4,0.0036052922543425197
GDPD2,427.6193808497047,0.7287495276594267,0.2433412063620868,1.9256206469909037e-5,1.5367954943028593e-4
SAT1,4398.258399049892,0.631565366028016,0.14486085523838713,6.56769486868059e-8,1.1811810975290775e-6
APOE,342.70360283739296,1.3366905856462736,0.14749730396720473,1.3954236013236086e-21,7.035925144102395e-19
DPP6,228.66119607075228,0.5842145567731207,0.21829253211833963,5.470639023746441e-5,3.702515903032227e-4
ATP8B3,93.83142958562458,0.36728073829353197,0.17705686902574722,0.0013530864810254153,0.005529052080786343
GDF1,92.56640781298864,0.521507389089624,0.3471321778448447,0.002025135529053603,0.007752403307803353
SLC27A1,517.6766697519932,0.3550612146884332,0.07242989614884295,4.5654350659536803e-8,8.559736024054988e-7
COLGALT1,3287.893515931679,0.3153971977256353,0.05315733443817315,3.30677047845976e-10,1.1368097850045303e-8
RSPH3,323.50672258636666,0.30009665163084936,0.06610193867680668,7.466955760555824e-7,9.616620719212423e-6
GDF15,1239.9006969797645,1.2351841299781279,0.5296238972880111,5.251883332465322e-5,3.575028393816076e-4
PGPEP1,1241.7369929965976,0.30143573589852213,0.08222757020414234,2.9044093056299295e-5,2.1753024178717956e-4
IQCN,32.2338222659363,1.1277540729105755,0.30405200577668545,1.9581782966783618e-6,2.229480741331057e-5
JUND,1947.8205339115307,0.7620496890677365,0.15430554897494586,1.1490861192986123e-8,2.559696984469859e-7
OLFM1,235.95314102545373,0.6390658542767724,0.31732600525296156,3.8133465213669127e-4,0.0019213713843204167
HELZ2,754.6780603415838,0.4687350050904206,0.09262967331732233,2.2158183588798676e-9,6.039174438352504e-8
PNPLA7,40.05835186939214,0.6039248795124479,0.23703954866158314,8.209870460744333e-5,5.263712586956789e-4
NPAS1,25.756684935244678,0.6877255171907688,0.39352586196237327,6.454916363589778e-4,0.002976176003303739
THEMIS2,105.75648648563967,0.37007087904259955,0.17288893720545853,0.0011059629609933932,0.004669253912471509
SHFL,409.1882432086663,0.44312177240589856,0.08287969020063937,6.782876786453407e-10,2.1092655169856653e-8
SLC6A8,6112.625854997616,0.9147061979835845,0.12918109710332404,1.1509546279963544e-13,1.0219608451605365e-11
PNCK,26.293941080385917,1.2778302525016383,0.37437240797001436,3.564213705806865e-6,3.7136213356886586e-5
DKC1,2573.9289113504988,-0.31696767168137113,0.058866349779403346,7.642051592915997e-9,1.7862662978276166e-7
PLXNA3,1199.8266597796921,0.6503719693005119,0.12548772928380517,1.2605419083369078e-9,3.6171403784350537e-8
NOL11,1816.2042289269248,-0.37301488798057475,0.042923715819340014,1.3123303031943377e-19,4.875652426446753e-17
GGT7,332.617315988931,0.44566114347105507,0.07601283299235968,3.089230557834351e-11,1.4432168130450081e-9
C1QL1,496.9394723381478,0.5194238276975032,0.1579243697186085,6.432567395463338e-6,6.094965536184658e-5
